rep age_class pos neg total
528 2 42334 37709 80043
528 3 61459 24747 86206
528 4 129685 19737 149422
528 5 124369 3682 128051
528 6 99962 2433 102395
528 7 68640 493 69133
528 8 69733 89 69822
529 0 25473 48944 74417
529 1 46842 27351 74193
529 2 51954 28089 80043
529 3 68246 17960 86206
529 4 138090 11332 149422
529 5 126884 1167 128051
529 6 101596 799 102395
529 7 68880 253 69133
529 8 69740 82 69822
530 0 17061 57356 74417
530 1 28559 45634 74193
530 2 36123 43920 80043
530 3 68964 17242 86206
530 4 118377 31045 149422
530 5 120530 7521 128051
530 6 97832 4563 102395
530 7 67340 1793 69133
530 8 68944 878 69822
531 0 17406 57011 74417
531 1 43190 31003 74193
531 2 53285 26758 80043
531 3 79874 6332 86206
531 4 140420 9002 149422
531 5 127607 444 128051
531 6 102214 181 102395
531 7 69095 38 69133
531 8 69817 5 69822
532 0 34771 39646 74417
532 1 48607 25586 74193
532 2 70088 9955 80043
532 3 79410 6796 86206
532 4 143480 5942 149422
532 5 126815 1236 128051
532 6 101782 613 102395
532 7 68970 163 69133
532 8 69783 39 69822
533 0 35359 39058 74417
533 1 64835 9358 74193
533 2 62802 17241 80043
533 3 74790 11416 86206
533 4 144393 5029 149422
533 5 126419 1632 128051
533 6 101892 503 102395
533 7 68994 139 69133
533 8 69810 12 69822
534 0 13336 61081 74417
534 1 35822 38371 74193
534 2 41353 38690 80043
534 3 57509 28697 86206
534 4 143961 5461 149422
534 5 127467 584 128051
534 6 102209 186 102395
534 7 69100 33 69133
534 8 69815 7 69822
535 0 7251 67166 74417
535 1 24998 49195 74193
535 2 20966 59077 80043
535 3 54832 31374 86206
535 4 133375 16047 149422
535 5 125000 3051 128051
535 6 100041 2354 102395
535 7 68314 819 69133
535 8 69579 243 69822
536 0 19387 55030 74417
536 1 46471 27722 74193
536 2 45604 34439 80043
536 3 66928 19278 86206
536 4 147380 2042 149422
536 5 127815 236 128051
536 6 102325 70 102395
536 7 69113 20 69133
536 8 69822 0 69822
537 0 20682 53735 74417
537 1 32408 41785 74193
537 2 66680 13363 80043
537 3 64930 21276 86206
537 4 126846 22576 149422
537 5 125530 2521 128051
537 6 101309 1086 102395
537 7 68539 594 69133
537 8 69628 194 69822
538 0 9633 64784 74417
538 1 18106 56087 74193
538 2 27111 52932 80043
538 3 57341 28865 86206
538 4 112778 36644 149422
538 5 118150 9901 128051
538 6 95350 7045 102395
538 7 65712 3421 69133
538 8 68394 1428 69822
539 0 8527 65890 74417
539 1 37024 37169 74193
539 2 59843 20200 80043
539 3 75113 11093 86206
539 4 128431 20991 149422
539 5 122636 5415 128051
539 6 98540 3855 102395
539 7 67383 1750 69133
539 8 69111 711 69822
540 0 1958 72459 74417
540 1 3645 70548 74193
540 2 14107 65936 80043
540 3 54713 31493 86206
540 4 91325 58097 149422
540 5 113029 15022 128051
540 6 91436 10959 102395
540 7 64374 4759 69133
540 8 67994 1828 69822
541 0 9437 64980 74417
541 1 33123 41070 74193
541 2 25690 54353 80043
541 3 63216 22990 86206
541 4 122188 27234 149422
541 5 121546 6505 128051
541 6 97965 4430 102395
541 7 68097 1036 69133
541 8 69497 325 69822
542 0 40648 33769 74417
542 1 69222 4971 74193
542 2 71539 8504 80043
542 3 79006 7200 86206
542 4 141918 7504 149422
542 5 126061 1990 128051
542 6 101343 1052 102395
542 7 68629 504 69133
542 8 69720 102 69822
543 0 3028 71389 74417
543 1 23699 50494 74193
543 2 16990 63053 80043
543 3 44426 41780 86206
543 4 111021 38401 149422
543 5 120438 7613 128051
543 6 96726 5669 102395
543 7 66612 2521 69133
543 8 69167 655 69822
544 0 11100 63317 74417
544 1 41391 32802 74193
544 2 61803 18240 80043
544 3 64622 21584 86206
544 4 121727 27695 149422
544 5 124919 3132 128051
544 6 100427 1968 102395
544 7 68515 618 69133
544 8 69635 187 69822
545 0 3917 70500 74417
545 1 17309 56884 74193
545 2 14131 65912 80043
545 3 28767 57439 86206
545 4 111709 37713 149422
545 5 122579 5472 128051
545 6 98279 4116 102395
545 7 67264 1869 69133
545 8 69532 290 69822
546 0 11363 63054 74417
546 1 29673 44520 74193
546 2 51017 29026 80043
546 3 53291 32915 86206
546 4 119937 29485 149422
546 5 123541 4510 128051
546 6 100000 2395 102395
546 7 68354 779 69133
546 8 69567 255 69822
547 0 1560 72857 74417
547 1 17058 57135 74193
547 2 20682 59361 80043
547 3 57376 28830 86206
547 4 105836 43586 149422
547 5 115229 12822 128051
547 6 93690 8705 102395
547 7 65074 4059 69133
547 8 67463 2359 69822
548 0 14172 60245 74417
548 1 32635 41558 74193
548 2 70840 9203 80043
548 3 69423 16783 86206
548 4 134564 14858 149422
548 5 125473 2578 128051
548 6 100794 1601 102395
548 7 68495 638 69133
548 8 69720 102 69822
549 0 19174 55243 74417
549 1 33014 41179 74193
549 2 36074 43969 80043
549 3 70316 15890 86206
549 4 139084 10338 149422
549 5 124353 3698 128051
549 6 100018 2377 102395
549 7 67953 1180 69133
549 8 69533 289 69822
550 0 6757 67660 74417
550 1 17942 56251 74193
550 2 27825 52218 80043
550 3 37888 48318 86206
550 4 119985 29437 149422
550 5 117542 10509 128051
550 6 95752 6643 102395
550 7 66125 3008 69133
550 8 68381 1441 69822
551 0 23920 50497 74417
551 1 40354 33839 74193
551 2 47980 32063 80043
551 3 58996 27210 86206
551 4 136721 12701 149422
551 5 124722 3329 128051
551 6 101246 1149 102395
551 7 68770 363 69133
551 8 69747 75 69822
552 0 10146 64271 74417
552 1 29399 44794 74193
552 2 46523 33520 80043
552 3 46409 39797 86206
552 4 107327 42095 149422
552 5 119309 8742 128051
552 6 96245 6150 102395
552 7 66790 2343 69133
552 8 69024 798 69822
553 0 659 73758 74417
553 1 14302 59891 74193
553 2 22986 57057 80043
553 3 22064 64142 86206
553 4 103359 46063 149422
553 5 109933 18118 128051
553 6 91185 11210 102395
553 7 64279 4854 69133
553 8 67613 2209 69822
554 0 8796 65621 74417
554 1 22954 51239 74193
554 2 30372 49671 80043
554 3 43896 42310 86206
554 4 125812 23610 149422
554 5 114487 13564 128051
554 6 95430 6965 102395
554 7 65985 3148 69133
554 8 68946 876 69822
555 0 1956 72461 74417
555 1 9372 64821 74193
555 2 18996 61047 80043
555 3 18095 68111 86206
555 4 96548 52874 149422
555 5 109533 18518 128051
555 6 89852 12543 102395
555 7 62530 6603 69133
555 8 66557 3265 69822
556 0 4548 69869 74417
556 1 31619 42574 74193
556 2 26642 53401 80043
556 3 54520 31686 86206
556 4 115400 34022 149422
556 5 121860 6191 128051
556 6 98155 4240 102395
556 7 67358 1775 69133
556 8 68942 880 69822
557 0 18294 56123 74417
557 1 42037 32156 74193
557 2 71547 8496 80043
557 3 79677 6529 86206
557 4 143452 5970 149422
557 5 125478 2573 128051
557 6 101218 1177 102395
557 7 68744 389 69133
557 8 69728 94 69822
558 0 9544 64873 74417
558 1 16986 57207 74193
558 2 29829 50214 80043
558 3 57774 28432 86206
558 4 121922 27500 149422
558 5 115423 12628 128051
558 6 96080 6315 102395
558 7 66060 3073 69133
558 8 68689 1133 69822
559 0 4889 69528 74417
559 1 13755 60438 74193
559 2 15215 64828 80043
559 3 22023 64183 86206
559 4 77412 72010 149422
559 5 111075 16976 128051
559 6 89904 12491 102395
559 7 64165 4968 69133
559 8 68230 1592 69822
560 0 9048 65369 74417
560 1 21167 53026 74193
560 2 33423 46620 80043
560 3 38235 47971 86206
560 4 117698 31724 149422
560 5 121234 6817 128051
560 6 99063 3332 102395
560 7 68297 836 69133
560 8 69626 196 69822
561 0 18832 55585 74417
561 1 38907 35286 74193
561 2 57304 22739 80043
561 3 75323 10883 86206
561 4 133396 16026 149422
561 5 126116 1935 128051
561 6 101551 844 102395
561 7 68841 292 69133
561 8 69723 99 69822
562 0 10380 64037 74417
562 1 24563 49630 74193
562 2 36570 43473 80043
562 3 65334 20872 86206
562 4 120277 29145 149422
562 5 118637 9414 128051
562 6 96576 5819 102395
562 7 66338 2795 69133
562 8 68549 1273 69822
563 0 31373 43044 74417
563 1 55570 18623 74193
563 2 63991 16052 80043
563 3 66994 19212 86206
563 4 126218 23204 149422
563 5 121397 6654 128051
563 6 98134 4261 102395
563 7 67041 2092 69133
563 8 69275 547 69822
564 0 8914 65503 74417
564 1 18773 55420 74193
564 2 24064 55979 80043
564 3 53387 32819 86206
564 4 97528 51894 149422
564 5 116603 11448 128051
564 6 93206 9189 102395
564 7 65739 3394 69133
564 8 68197 1625 69822
565 0 20261 54156 74417
565 1 46413 27780 74193
565 2 41636 38407 80043
565 3 48747 37459 86206
565 4 108335 41087 149422
565 5 122402 5649 128051
565 6 97830 4565 102395
565 7 67396 1737 69133
565 8 69151 671 69822
566 0 24085 50332 74417
566 1 60127 14066 74193
566 2 56831 23212 80043
566 3 69618 16588 86206
566 4 131957 17465 149422
566 5 126243 1808 128051
566 6 101222 1173 102395
566 7 68685 448 69133
566 8 69800 22 69822
567 0 560 73857 74417
567 1 6475 67718 74193
567 2 22277 57766 80043
567 3 23368 62838 86206
567 4 122957 26465 149422
567 5 119686 8365 128051
567 6 97096 5299 102395
567 7 66845 2288 69133
567 8 68900 922 69822
568 0 18738 55679 74417
568 1 44775 29418 74193
568 2 60811 19232 80043
568 3 61150 25056 86206
568 4 127727 21695 149422
568 5 126984 1067 128051
568 6 101810 585 102395
568 7 69019 114 69133
568 8 69780 42 69822
569 0 10075 64342 74417
569 1 39017 35176 74193
569 2 34661 45382 80043
569 3 40093 46113 86206
569 4 105481 43941 149422
569 5 115453 12598 128051
569 6 93584 8811 102395
569 7 65467 3666 69133
569 8 68266 1556 69822
570 0 3477 70940 74417
570 1 37352 36841 74193
570 2 42944 37099 80043
570 3 55841 30365 86206
570 4 135356 14066 149422
570 5 124900 3151 128051
570 6 100607 1788 102395
570 7 68391 742 69133
570 8 69752 70 69822
571 0 11398 63019 74417
571 1 40436 33757 74193
571 2 56005 24038 80043
571 3 55235 30971 86206
571 4 111120 38302 149422
571 5 118922 9129 128051
571 6 95928 6467 102395
571 7 65857 3276 69133
571 8 68486 1336 69822
572 0 19692 54725 74417
572 1 60704 13489 74193
572 2 67804 12239 80043
572 3 71869 14337 86206
572 4 138263 11159 149422
572 5 126977 1074 128051
572 6 101928 467 102395
572 7 69005 128 69133
572 8 69785 37 69822
573 0 5861 68556 74417
573 1 40606 33587 74193
573 2 37178 42865 80043
573 3 56480 29726 86206
573 4 137633 11789 149422
573 5 125128 2923 128051
573 6 100931 1464 102395
573 7 68771 362 69133
573 8 69737 85 69822
574 0 25680 48737 74417
574 1 41681 32512 74193
574 2 44530 35513 80043
574 3 52415 33791 86206
574 4 125405 24017 149422
574 5 123856 4195 128051
574 6 99598 2797 102395
574 7 68139 994 69133
574 8 69552 270 69822
575 0 31722 42695 74417
575 1 60436 13757 74193
575 2 57231 22812 80043
575 3 66370 19836 86206
575 4 130521 18901 149422
575 5 126181 1870 128051
575 6 101011 1384 102395
575 7 68532 601 69133
575 8 69657 165 69822
576 0 13733 60684 74417
576 1 57661 16532 74193
576 2 54343 25700 80043
576 3 64628 21578 86206
576 4 126815 22607 149422
576 5 124974 3077 128051
576 6 100439 1956 102395
576 7 68393 740 69133
576 8 69660 162 69822
577 0 3859 70558 74417
577 1 15056 59137 74193
577 2 22715 57328 80043
577 3 24142 62064 86206
577 4 83863 65559 149422
577 5 114561 13490 128051
577 6 92552 9843 102395
577 7 64985 4148 69133
577 8 68307 1515 69822
578 0 1848 72569 74417
578 1 14025 60168 74193
578 2 23716 56327 80043
578 3 47589 38617 86206
578 4 101720 47702 149422
578 5 112940 15111 128051
578 6 92330 10065 102395
578 7 66048 3085 69133
578 8 68766 1056 69822
579 0 12076 62341 74417
579 1 41301 32892 74193
579 2 54535 25508 80043
579 3 62450 23756 86206
579 4 135970 13452 149422
579 5 125433 2618 128051
579 6 101446 949 102395
579 7 68757 376 69133
579 8 69718 104 69822
580 0 16959 57458 74417
580 1 19747 54446 74193
580 2 22145 57898 80043
580 3 39117 47089 86206
580 4 118220 31202 149422
580 5 121300 6751 128051
580 6 97431 4964 102395
580 7 67181 1952 69133
580 8 69061 761 69822
581 0 50358 24059 74417
581 1 57494 16699 74193
581 2 66582 13461 80043
581 3 80037 6169 86206
581 4 144320 5102 149422
581 5 126996 1055 128051
581 6 101829 566 102395
581 7 68918 215 69133
581 8 69787 35 69822
582 0 8571 65846 74417
582 1 49805 24388 74193
582 2 54016 26027 80043
582 3 63527 22679 86206
582 4 128775 20647 149422
582 5 121264 6787 128051
582 6 98820 3575 102395
582 7 67592 1541 69133
582 8 69404 418 69822
583 0 5083 69334 74417
583 1 20187 54006 74193
583 2 44189 35854 80043
583 3 48015 38191 86206
583 4 123813 25609 149422
583 5 120922 7129 128051
583 6 98055 4340 102395
583 7 67191 1942 69133
583 8 69249 573 69822
584 0 7973 66444 74417
584 1 23717 50476 74193
584 2 55945 24098 80043
584 3 57824 28382 86206
584 4 125206 24216 149422
584 5 120140 7911 128051
584 6 97472 4923 102395
584 7 66872 2261 69133
584 8 68972 850 69822
585 0 11880 62537 74417
585 1 27090 47103 74193
585 2 41109 38934 80043
585 3 63170 23036 86206
585 4 138763 10659 149422
585 5 126295 1756 128051
585 6 101615 780 102395
585 7 68784 349 69133
585 8 69746 76 69822
586 0 7761 66656 74417
586 1 19506 54687 74193
586 2 30504 49539 80043
586 3 40413 45793 86206
586 4 119635 29787 149422
586 5 120145 7906 128051
586 6 97789 4606 102395
586 7 67259 1874 69133
586 8 69195 627 69822
587 0 4005 70412 74417
587 1 13330 60863 74193
587 2 23101 56942 80043
587 3 67087 19119 86206
587 4 136050 13372 149422
587 5 123838 4213 128051
587 6 99972 2423 102395
587 7 68154 979 69133
587 8 69356 466 69822
588 0 313 74104 74417
588 1 27064 47129 74193
588 2 40979 39064 80043
588 3 48848 37358 86206
588 4 142341 7081 149422
588 5 126728 1323 128051
588 6 101622 773 102395
588 7 68926 207 69133
588 8 69797 25 69822
589 0 1680 72737 74417
589 1 11006 63187 74193
589 2 12244 67799 80043
589 3 29334 56872 86206
589 4 109112 40310 149422
589 5 115405 12646 128051
589 6 94841 7554 102395
589 7 66208 2925 69133
589 8 68447 1375 69822
590 0 14218 60199 74417
590 1 29800 44393 74193
590 2 58010 22033 80043
590 3 65398 20808 86206
590 4 135898 13524 149422
590 5 127222 829 128051
590 6 101800 595 102395
590 7 69014 119 69133
590 8 69813 9 69822
591 0 18585 55832 74417
591 1 30392 43801 74193
591 2 44019 36024 80043
591 3 77810 8396 86206
591 4 138422 11000 149422
591 5 124037 4014 128051
591 6 101120 1275 102395
591 7 68753 380 69133
591 8 69747 75 69822
592 0 30599 43818 74417
592 1 38539 35654 74193
592 2 53735 26308 80043
592 3 78411 7795 86206
592 4 130841 18581 149422
592 5 122913 5138 128051
592 6 99692 2703 102395
592 7 67873 1260 69133
592 8 69273 549 69822
593 0 10450 63967 74417
593 1 30522 43671 74193
593 2 46398 33645 80043
593 3 68800 17406 86206
593 4 122732 26690 149422
593 5 124945 3106 128051
593 6 100422 1973 102395
593 7 68541 592 69133
593 8 69648 174 69822
594 0 11623 62794 74417
594 1 51430 22763 74193
594 2 69971 10072 80043
594 3 74436 11770 86206
594 4 140700 8722 149422
594 5 127745 306 128051
594 6 102281 114 102395
594 7 69087 46 69133
594 8 69822 0 69822
595 0 5763 68654 74417
595 1 19110 55083 74193
595 2 43950 36093 80043
595 3 72391 13815 86206
595 4 135828 13594 149422
595 5 123989 4062 128051
595 6 100341 2054 102395
595 7 68462 671 69133
595 8 69652 170 69822
596 0 7315 67102 74417
596 1 24628 49565 74193
596 2 35931 44112 80043
596 3 49888 36318 86206
596 4 107363 42059 149422
596 5 121729 6322 128051
596 6 98733 3662 102395
596 7 67379 1754 69133
596 8 69314 508 69822
597 0 3028 71389 74417
597 1 5401 68792 74193
597 2 8038 72005 80043
597 3 26245 59961 86206
597 4 86832 62590 149422
597 5 115578 12473 128051
597 6 92755 9640 102395
597 7 64524 4609 69133
597 8 67349 2473 69822
598 0 122 74295 74417
598 1 37885 36308 74193
598 2 45510 34533 80043
598 3 54003 32203 86206
598 4 122095 27327 149422
598 5 124482 3569 128051
598 6 100332 2063 102395
598 7 68446 687 69133
598 8 69581 241 69822
599 0 13355 61062 74417
599 1 29575 44618 74193
599 2 43150 36893 80043
599 3 46216 39990 86206
599 4 124445 24977 149422
599 5 125964 2087 128051
599 6 100880 1515 102395
599 7 68677 456 69133
599 8 69616 206 69822
600 0 27079 47338 74417
600 1 41325 32868 74193
600 2 38537 41506 80043
600 3 47017 39189 86206
600 4 120762 28660 149422
600 5 124651 3400 128051
600 6 100204 2191 102395
600 7 68582 551 69133
600 8 69685 137 69822
601 0 10188 64229 74417
601 1 26042 48151 74193
601 2 31663 48380 80043
601 3 30520 55686 86206
601 4 111528 37894 149422
601 5 121538 6513 128051
601 6 98055 4340 102395
601 7 67185 1948 69133
601 8 69107 715 69822
602 0 12156 62261 74417
602 1 18183 56010 74193
602 2 40399 39644 80043
602 3 37531 48675 86206
602 4 118017 31405 149422
602 5 122560 5491 128051
602 6 99147 3248 102395
602 7 67653 1480 69133
602 8 69359 463 69822
603 0 4268 70149 74417
603 1 14015 60178 74193
603 2 15757 64286 80043
603 3 29337 56869 86206
603 4 105393 44029 149422
603 5 118077 9974 128051
603 6 95823 6572 102395
603 7 66293 2840 69133
603 8 69181 641 69822
604 0 8463 65954 74417
604 1 19311 54882 74193
604 2 43619 36424 80043
604 3 58246 27960 86206
604 4 108321 41101 149422
604 5 117379 10672 128051
604 6 95199 7196 102395
604 7 65546 3587 69133
604 8 68249 1573 69822
605 0 4269 70148 74417
605 1 18748 55445 74193
605 2 24604 55439 80043
605 3 35170 51036 86206
605 4 119171 30251 149422
605 5 121111 6940 128051
605 6 97377 5018 102395
605 7 67457 1676 69133
605 8 69322 500 69822
606 0 9494 64923 74417
606 1 27497 46696 74193
606 2 49039 31004 80043
606 3 64463 21743 86206
606 4 128527 20895 149422
606 5 123337 4714 128051
606 6 99961 2434 102395
606 7 67979 1154 69133
606 8 69366 456 69822
607 0 966 73451 74417
607 1 19385 54808 74193
607 2 24335 55708 80043
607 3 23235 62971 86206
607 4 113295 36127 149422
607 5 118109 9942 128051
607 6 95377 7018 102395
607 7 66355 2778 69133
607 8 68491 1331 69822
608 0 728 73689 74417
608 1 13859 60334 74193
608 2 28567 51476 80043
608 3 29198 57008 86206
608 4 103618 45804 149422
608 5 116223 11828 128051
608 6 93808 8587 102395
608 7 65225 3908 69133
608 8 68346 1476 69822
609 0 14415 60002 74417
609 1 35773 38420 74193
609 2 59642 20401 80043
609 3 60186 26020 86206
609 4 128238 21184 149422
609 5 121069 6982 128051
609 6 98236 4159 102395
609 7 67249 1884 69133
609 8 69124 698 69822
610 0 3250 71167 74417
610 1 48439 25754 74193
610 2 50995 29048 80043
610 3 57128 29078 86206
610 4 120016 29406 149422
610 5 124622 3429 128051
610 6 100435 1960 102395
610 7 68500 633 69133
610 8 69595 227 69822
611 0 11175 63242 74417
611 1 30709 43484 74193
611 2 54689 25354 80043
611 3 58220 27986 86206
611 4 125023 24399 149422
611 5 120186 7865 128051
611 6 98271 4124 102395
611 7 67201 1932 69133
611 8 69178 644 69822
612 0 2904 71513 74417
612 1 20383 53810 74193
612 2 29150 50893 80043
612 3 44955 41251 86206
612 4 118417 31005 149422
612 5 121205 6846 128051
612 6 98706 3689 102395
612 7 67953 1180 69133
612 8 69499 323 69822
613 0 14766 59651 74417
613 1 30303 43890 74193
613 2 46266 33777 80043
613 3 47881 38325 86206
613 4 128062 21360 149422
613 5 126386 1665 128051
613 6 101216 1179 102395
613 7 68754 379 69133
613 8 69656 166 69822
614 0 7089 67328 74417
614 1 15971 58222 74193
614 2 24532 55511 80043
614 3 40520 45686 86206
614 4 107319 42103 149422
614 5 119308 8743 128051
614 6 96695 5700 102395
614 7 66903 2230 69133
614 8 69087 735 69822
615 0 10163 64254 74417
615 1 12428 61765 74193
615 2 24227 55816 80043
615 3 36578 49628 86206
615 4 133370 16052 149422
615 5 124796 3255 128051
615 6 100424 1971 102395
615 7 68644 489 69133
615 8 69549 273 69822
616 0 5923 68494 74417
616 1 16075 58118 74193
616 2 26023 54020 80043
616 3 52906 33300 86206
616 4 98406 51016 149422
616 5 112012 16039 128051
616 6 91010 11385 102395
616 7 64311 4822 69133
616 8 67681 2141 69822
617 0 8381 66036 74417
617 1 21104 53089 74193
617 2 22063 57980 80043
617 3 27113 59093 86206
617 4 104041 45381 149422
617 5 116881 11170 128051
617 6 95757 6638 102395
617 7 66160 2973 69133
617 8 68208 1614 69822
618 0 7660 66757 74417
618 1 17667 56526 74193
618 2 31808 48235 80043
618 3 39491 46715 86206
618 4 117396 32026 149422
618 5 122709 5342 128051
618 6 99601 2794 102395
618 7 67859 1274 69133
618 8 69647 175 69822
619 0 9522 64895 74417
619 1 38990 35203 74193
619 2 62582 17461 80043
619 3 78786 7420 86206
619 4 142855 6567 149422
619 5 126332 1719 128051
619 6 101757 638 102395
619 7 68894 239 69133
619 8 69805 17 69822
620 0 30183 44234 74417
620 1 28810 45383 74193
620 2 56832 23211 80043
620 3 81555 4651 86206
620 4 141870 7552 149422
620 5 126495 1556 128051
620 6 101535 860 102395
620 7 68749 384 69133
620 8 69663 159 69822
621 0 13822 60595 74417
621 1 30317 43876 74193
621 2 49602 30441 80043
621 3 67531 18675 86206
621 4 135747 13675 149422
621 5 125454 2597 128051
621 6 100718 1677 102395
621 7 68570 563 69133
621 8 69661 161 69822
622 0 15397 59020 74417
622 1 22444 51749 74193
622 2 39455 40588 80043
622 3 55929 30277 86206
622 4 110586 38836 149422
622 5 115515 12536 128051
622 6 93536 8859 102395
622 7 65167 3966 69133
622 8 67745 2077 69822
623 0 16920 57497 74417
623 1 50926 23267 74193
623 2 47133 32910 80043
623 3 58290 27916 86206
623 4 124821 24601 149422
623 5 123738 4313 128051
623 6 100079 2316 102395
623 7 68104 1029 69133
623 8 69650 172 69822
624 0 3592 70825 74417
624 1 14020 60173 74193
624 2 44671 35372 80043
624 3 60795 25411 86206
624 4 136151 13271 149422
624 5 125660 2391 128051
624 6 101236 1159 102395
624 7 68760 373 69133
624 8 69728 94 69822
625 0 8323 66094 74417
625 1 16910 57283 74193
625 2 54610 25433 80043
625 3 55034 31172 86206
625 4 116093 33329 149422
625 5 125299 2752 128051
625 6 100281 2114 102395
625 7 68239 894 69133
625 8 69642 180 69822
626 0 12822 61595 74417
626 1 30866 43327 74193
626 2 40802 39241 80043
626 3 50047 36159 86206
626 4 121142 28280 149422
626 5 124904 3147 128051
626 6 100334 2061 102395
626 7 68455 678 69133
626 8 69553 269 69822
627 0 6257 68160 74417
627 1 12543 61650 74193
627 2 22967 57076 80043
627 3 61667 24539 86206
627 4 118774 30648 149422
627 5 121074 6977 128051
627 6 98607 3788 102395
627 7 67685 1448 69133
627 8 69363 459 69822
628 0 5847 68570 74417
628 1 45313 28880 74193
628 2 50167 29876 80043
628 3 78787 7419 86206
628 4 136530 12892 149422
628 5 127109 942 128051
628 6 101741 654 102395
628 7 68876 257 69133
628 8 69799 23 69822
629 0 17081 57336 74417
629 1 36651 37542 74193
629 2 62390 17653 80043
629 3 75908 10298 86206
629 4 131820 17602 149422
629 5 122888 5163 128051
629 6 99633 2762 102395
629 7 67902 1231 69133
629 8 69447 375 69822
630 0 10720 63697 74417
630 1 22536 51657 74193
630 2 44300 35743 80043
630 3 43968 42238 86206
630 4 123954 25468 149422
630 5 124401 3650 128051
630 6 99745 2650 102395
630 7 68468 665 69133
630 8 69548 274 69822
631 0 10586 63831 74417
631 1 37951 36242 74193
631 2 77793 2250 80043
631 3 82082 4124 86206
631 4 144630 4792 149422
631 5 127900 151 128051
631 6 102264 131 102395
631 7 69097 36 69133
631 8 69822 0 69822
632 0 5808 68609 74417
632 1 43092 31101 74193
632 2 68118 11925 80043
632 3 81376 4830 86206
632 4 145786 3636 149422
632 5 127401 650 128051
632 6 102082 313 102395
632 7 69050 83 69133
632 8 69811 11 69822
633 0 38674 35743 74417
633 1 52392 21801 74193
633 2 60132 19911 80043
633 3 83983 2223 86206
633 4 146683 2739 149422
633 5 126845 1206 128051
633 6 101906 489 102395
633 7 68967 166 69133
633 8 69801 21 69822
634 0 20533 53884 74417
634 1 47224 26969 74193
634 2 43053 36990 80043
634 3 49076 37130 86206
634 4 125402 24020 149422
634 5 123105 4946 128051
634 6 99185 3210 102395
634 7 68004 1129 69133
634 8 69512 310 69822
635 0 6769 67648 74417
635 1 21344 52849 74193
635 2 45667 34376 80043
635 3 65485 20721 86206
635 4 132294 17128 149422
635 5 121562 6489 128051
635 6 98600 3795 102395
635 7 67430 1703 69133
635 8 69105 717 69822
636 0 4924 69493 74417
636 1 18368 55825 74193
636 2 44024 36019 80043
636 3 70377 15829 86206
636 4 125130 24292 149422
636 5 122415 5636 128051
636 6 99305 3090 102395
636 7 67887 1246 69133
636 8 69340 482 69822
637 0 4392 70025 74417
637 1 9986 64207 74193
637 2 25784 54259 80043
637 3 45417 40789 86206
637 4 127956 21466 149422
637 5 121875 6176 128051
637 6 98085 4310 102395
637 7 67719 1414 69133
637 8 69328 494 69822
638 0 10990 63427 74417
638 1 27685 46508 74193
638 2 32698 47345 80043
638 3 42173 44033 86206
638 4 118690 30732 149422
638 5 123120 4931 128051
638 6 99866 2529 102395
638 7 68174 959 69133
638 8 69614 208 69822
639 0 4690 69727 74417
639 1 8471 65722 74193
639 2 22438 57605 80043
639 3 51215 34991 86206
639 4 137550 11872 149422
639 5 125578 2473 128051
639 6 101213 1182 102395
639 7 68674 459 69133
639 8 69745 77 69822
640 0 11869 62548 74417
640 1 45400 28793 74193
640 2 59026 21017 80043
640 3 62961 23245 86206
640 4 135021 14401 149422
640 5 126976 1075 128051
640 6 101790 605 102395
640 7 68939 194 69133
640 8 69799 23 69822
641 0 917 73500 74417
641 1 1451 72742 74193
641 2 14047 65996 80043
641 3 26540 59666 86206
641 4 98972 50450 149422
641 5 116581 11470 128051
641 6 94427 7968 102395
641 7 65668 3465 69133
641 8 68048 1774 69822
642 0 8041 66376 74417
642 1 21714 52479 74193
642 2 30575 49468 80043
642 3 57538 28668 86206
642 4 102900 46522 149422
642 5 115004 13047 128051
642 6 94153 8242 102395
642 7 65695 3438 69133
642 8 68074 1748 69822
643 0 3178 71239 74417
643 1 40513 33680 74193
643 2 43436 36607 80043
643 3 42325 43881 86206
643 4 94057 55365 149422
643 5 111624 16427 128051
643 6 91295 11100 102395
643 7 64357 4776 69133
643 8 68077 1745 69822
644 0 5789 68628 74417
644 1 17635 56558 74193
644 2 41193 38850 80043
644 3 50726 35480 86206
644 4 93756 55666 149422
644 5 114445 13606 128051
644 6 92175 10220 102395
644 7 65416 3717 69133
644 8 67893 1929 69822
645 0 14333 60084 74417
645 1 48775 25418 74193
645 2 45896 34147 80043
645 3 52509 33697 86206
645 4 126312 23110 149422
645 5 126350 1701 128051
645 6 101014 1381 102395
645 7 68856 277 69133
645 8 69738 84 69822
646 0 14519 59898 74417
646 1 49139 25054 74193
646 2 61239 18804 80043
646 3 71928 14278 86206
646 4 133947 15475 149422
646 5 124649 3402 128051
646 6 100768 1627 102395
646 7 68381 752 69133
646 8 69529 293 69822
647 0 28216 46201 74417
647 1 68657 5536 74193
647 2 72692 7351 80043
647 3 80968 5238 86206
647 4 146946 2476 149422
647 5 127535 516 128051
647 6 102197 198 102395
647 7 69085 48 69133
647 8 69822 0 69822
648 0 14965 59452 74417
648 1 29960 44233 74193
648 2 41081 38962 80043
648 3 47807 38399 86206
648 4 104520 44902 149422
648 5 121359 6692 128051
648 6 97734 4661 102395
648 7 67340 1793 69133
648 8 69174 648 69822
649 0 8985 65432 74417
649 1 18934 55259 74193
649 2 26939 53104 80043
